TPropertyName	TPropertyValue	TThumbPath	TLabel	TCategory	TCategory2	TPath	TParentDir	TTags	TDescription	TParameter	TComment
parsing_parsenet.pth	parsing_parsenet.pth		parsing_parsenet.pth	gfpgan	weights	D:\_Apps.AI.data\sd\models\SadTalker\gfpgan\weights\parsing_parsenet.pth	models\SadTalker\gfpgan\weights	weights	=> LoadfromJson(filePath);		
dinov2_vitl14_pretrain.pth	dinov2_vitl14_pretrain.pth		dinov2_vitl14_pretrain.pth	hub	checkpoints	D:\_Apps.AI.data\sd\models\SadTalker\hub\checkpoints\dinov2_vitl14_pretrain.pth	models\SadTalker\hub\checkpoints	checkpoints	=> LoadfromJson(filePath);		
2Guofeng2_v20MIX.safetensors	2Guofeng2_v20MIX.safetensors		2Guofeng2_v20MIX.safetensors	_temp	2.5D	D:\_Apps.AI.data\sd\models\Stable-diffusion\_temp\2.5D\2Guofeng2_v20MIX.safetensors	models\Stable-diffusion\_temp\2.5D	2.5D	=> LoadfromJson(filePath);		
anirealityMix_v1.safetensors	anirealityMix_v1.safetensors		anirealityMix_v1.safetensors	_temp	2.5D	D:\_Apps.AI.data\sd\models\Stable-diffusion\_temp\2.5D\anirealityMix_v1.safetensors	models\Stable-diffusion\_temp\2.5D	2.5D	=> LoadfromJson(filePath);		
endlessMixV9_2dMix02Fix.safetensors	endlessMixV9_2dMix02Fix.safetensors		endlessMixV9_2dMix02Fix.safetensors	_temp	2.5D	D:\_Apps.AI.data\sd\models\Stable-diffusion\_temp\2.5D\endlessMixV9_2dMix02Fix.safetensors	models\Stable-diffusion\_temp\2.5D	2.5D	=> LoadfromJson(filePath);		
endlessMixV9_realMix02Fix.safetensors	endlessMixV9_realMix02Fix.safetensors		endlessMixV9_realMix02Fix.safetensors	_temp	2.5D	D:\_Apps.AI.data\sd\models\Stable-diffusion\_temp\2.5D\endlessMixV9_realMix02Fix.safetensors	models\Stable-diffusion\_temp\2.5D	2.5D	=> LoadfromJson(filePath);		
museV1_v1.safetensors	museV1_v1.safetensors		museV1_v1.safetensors	_temp	2.5D	D:\_Apps.AI.data\sd\models\Stable-diffusion\_temp\2.5D\museV1_v1.safetensors	models\Stable-diffusion\_temp\2.5D	2.5D	=> LoadfromJson(filePath);		
sakushimixFinished_sakushimixFinal.safetensors	sakushimixFinished_sakushimixFinal.safetensors		sakushimixFinished_sakushimixFinal.safetensors	_temp	2.5D	D:\_Apps.AI.data\sd\models\Stable-diffusion\_temp\2.5D\sakushimixFinished_sakushimixFinal.safetensors	models\Stable-diffusion\_temp\2.5D	2.5D	=> LoadfromJson(filePath);		
SukiAniMix-V1.1.safetensors	SukiAniMix-V1.1.safetensors		SukiAniMix-V1.1.safetensors	_temp	2.5D	D:\_Apps.AI.data\sd\models\Stable-diffusion\_temp\2.5D\SukiAniMix-V1.1.safetensors	models\Stable-diffusion\_temp\2.5D	2.5D	=> LoadfromJson(filePath);		
asmrGaming10_1.safetensors	asmrGaming10_1.safetensors		asmrGaming10_1.safetensors	_temp	3D_render-like (not recomd)	D:\_Apps.AI.data\sd\models\Stable-diffusion\_temp\3D_render-like (not recomd)\asmrGaming10_1.safetensors	models\Stable-diffusion\_temp\3D_render-like (not recomd)	3D_render-like (not recomd)	=> LoadfromJson(filePath);		
colorFusionXEris_11.safetensors	colorFusionXEris_11.safetensors		colorFusionXEris_11.safetensors	_temp	3D_render-like (not recomd)	D:\_Apps.AI.data\sd\models\Stable-diffusion\_temp\3D_render-like (not recomd)\colorFusionXEris_11.safetensors	models\Stable-diffusion\_temp\3D_render-like (not recomd)	3D_render-like (not recomd)	=> LoadfromJson(filePath);		
megaModel13HolyshT_megaModel13Beta.safetensors	megaModel13HolyshT_megaModel13Beta.safetensors		megaModel13HolyshT_megaModel13Beta.safetensors	_temp	3D_render-like (not recomd)	D:\_Apps.AI.data\sd\models\Stable-diffusion\_temp\3D_render-like (not recomd)\megaModel13HolyshT_megaModel13Beta.safetensors	models\Stable-diffusion\_temp\3D_render-like (not recomd)	3D_render-like (not recomd)	=> LoadfromJson(filePath);		
megaModel17Brushstroke_mm43Pruned.safetensors	megaModel17Brushstroke_mm43Pruned.safetensors		megaModel17Brushstroke_mm43Pruned.safetensors	_temp	3D_render-like (not recomd)	D:\_Apps.AI.data\sd\models\Stable-diffusion\_temp\3D_render-like (not recomd)\megaModel17Brushstroke_mm43Pruned.safetensors	models\Stable-diffusion\_temp\3D_render-like (not recomd)	3D_render-like (not recomd)	=> LoadfromJson(filePath);		
wonton3DColorbox_wonton3dColorbox.safetensors	wonton3DColorbox_wonton3dColorbox.safetensors		wonton3DColorbox_wonton3dColorbox.safetensors	_temp	3D_render-like (not recomd)	D:\_Apps.AI.data\sd\models\Stable-diffusion\_temp\3D_render-like (not recomd)\wonton3DColorbox_wonton3dColorbox.safetensors	models\Stable-diffusion\_temp\3D_render-like (not recomd)	3D_render-like (not recomd)	=> LoadfromJson(filePath);		
3DKX_v1.1.safetensors	3DKX_v1.1.safetensors		3DKX_v1.1.safetensors	_temp	4merge	D:\_Apps.AI.data\sd\models\Stable-diffusion\_temp\4merge\3DKX_v1.1.safetensors	models\Stable-diffusion\_temp\4merge	4merge	=> LoadfromJson(filePath);		
f222.safetensors	f222.safetensors		f222.safetensors	_temp	4merge	D:\_Apps.AI.data\sd\models\Stable-diffusion\_temp\4merge\f222.safetensors	models\Stable-diffusion\_temp\4merge	4merge	=> LoadfromJson(filePath);		
gape60-fp16.safetensors	gape60-fp16.safetensors		gape60-fp16.safetensors	_temp	4merge	D:\_Apps.AI.data\sd\models\Stable-diffusion\_temp\4merge\gape60-fp16.safetensors	models\Stable-diffusion\_temp\4merge	4merge	=> LoadfromJson(filePath);		
trinart2_step60000.safetensors	trinart2_step60000.safetensors		trinart2_step60000.safetensors	_temp	4merge	D:\_Apps.AI.data\sd\models\Stable-diffusion\_temp\4merge\trinart2_step60000.safetensors	models\Stable-diffusion\_temp\4merge	4merge	=> LoadfromJson(filePath);		
trinart2_step60000_VaeBaked.safetensors	trinart2_step60000_VaeBaked.safetensors		trinart2_step60000_VaeBaked.safetensors	_temp	4merge	D:\_Apps.AI.data\sd\models\Stable-diffusion\_temp\4merge\trinart2_step60000_VaeBaked.safetensors	models\Stable-diffusion\_temp\4merge	4merge	=> LoadfromJson(filePath);		
ambientmixAnAnime_v10.safetensors	ambientmixAnAnime_v10.safetensors		ambientmixAnAnime_v10.safetensors	_temp	Concepts	D:\_Apps.AI.data\sd\models\Stable-diffusion\_temp\Concepts\ambientmixAnAnime_v10.safetensors	models\Stable-diffusion\_temp\Concepts	Concepts	=> LoadfromJson(filePath);		
cuteyukimix_v10.safetensors	cuteyukimix_v10.safetensors		cuteyukimix_v10.safetensors	_temp	Concepts	D:\_Apps.AI.data\sd\models\Stable-diffusion\_temp\Concepts\cuteyukimix_v10.safetensors	models\Stable-diffusion\_temp\Concepts	Concepts	=> LoadfromJson(filePath);		
MagicalMix_v2.safetensors	MagicalMix_v2.safetensors		MagicalMix_v2.safetensors	_temp	Concepts	D:\_Apps.AI.data\sd\models\Stable-diffusion\_temp\Concepts\MagicalMix_v2.safetensors	models\Stable-diffusion\_temp\Concepts	Concepts	=> LoadfromJson(filePath);		
Public-Prompts-Pixel-Model.safetensors	Public-Prompts-Pixel-Model.safetensors		Public-Prompts-Pixel-Model.safetensors	_temp	Concepts	D:\_Apps.AI.data\sd\models\Stable-diffusion\_temp\Concepts\Public-Prompts-Pixel-Model.safetensors	models\Stable-diffusion\_temp\Concepts	Concepts	=> LoadfromJson(filePath);		
SD2Berryartify_sd21V02.safetensors	SD2Berryartify_sd21V02.safetensors		SD2Berryartify_sd21V02.safetensors	_temp	Concepts	D:\_Apps.AI.data\sd\models\Stable-diffusion\_temp\Concepts\SD2Berryartify_sd21V02.safetensors	models\Stable-diffusion\_temp\Concepts	Concepts	=> LoadfromJson(filePath);		
ssssllddllShinySissy_v32ff.safetensors	ssssllddllShinySissy_v32ff.safetensors		ssssllddllShinySissy_v32ff.safetensors	_temp	Concepts	D:\_Apps.AI.data\sd\models\Stable-diffusion\_temp\Concepts\ssssllddllShinySissy_v32ff.safetensors	models\Stable-diffusion\_temp\Concepts	Concepts	=> LoadfromJson(filePath);		
YuzuGinger_v4-pruned.safetensors	YuzuGinger_v4-pruned.safetensors		YuzuGinger_v4-pruned.safetensors	_temp	Concepts	D:\_Apps.AI.data\sd\models\Stable-diffusion\_temp\Concepts\YuzuGinger_v4-pruned.safetensors	models\Stable-diffusion\_temp\Concepts	Concepts	=> LoadfromJson(filePath);		
YuzuLemonChaiLatte_v9.5-pruned.safetensors	YuzuLemonChaiLatte_v9.5-pruned.safetensors		YuzuLemonChaiLatte_v9.5-pruned.safetensors	_temp	Concepts	D:\_Apps.AI.data\sd\models\Stable-diffusion\_temp\Concepts\YuzuLemonChaiLatte_v9.5-pruned.safetensors	models\Stable-diffusion\_temp\Concepts	Concepts	=> LoadfromJson(filePath);		
YuzuLemonMilk_v1.5-pruned.safetensors	YuzuLemonMilk_v1.5-pruned.safetensors		YuzuLemonMilk_v1.5-pruned.safetensors	_temp	Concepts	D:\_Apps.AI.data\sd\models\Stable-diffusion\_temp\Concepts\YuzuLemonMilk_v1.5-pruned.safetensors	models\Stable-diffusion\_temp\Concepts	Concepts	=> LoadfromJson(filePath);		
pxl8V1_v1.safetensors	pxl8V1_v1.safetensors		pxl8V1_v1.safetensors	_temp	for_pxl8	D:\_Apps.AI.data\sd\models\Stable-diffusion\_temp\for_pxl8\pxl8V1_v1.safetensors	models\Stable-diffusion\_temp\for_pxl8	for_pxl8	=> LoadfromJson(filePath);		
fantasticmix_k2.safetensors	fantasticmix_k2.safetensors		fantasticmix_k2.safetensors	_temp	Real	D:\_Apps.AI.data\sd\models\Stable-diffusion\_temp\Real\fantasticmix_k2.safetensors	models\Stable-diffusion\_temp\Real	Real	=> LoadfromJson(filePath);		
GenesisLifeMix-PrunedFp16.safetensors	GenesisLifeMix-PrunedFp16.safetensors		GenesisLifeMix-PrunedFp16.safetensors	_temp	Real	D:\_Apps.AI.data\sd\models\Stable-diffusion\_temp\Real\GenesisLifeMix-PrunedFp16.safetensors	models\Stable-diffusion\_temp\Real	Real	=> LoadfromJson(filePath);		
GenesisLifeMix_PrunedFp16VAE.safetensors	GenesisLifeMix_PrunedFp16VAE.safetensors		GenesisLifeMix_PrunedFp16VAE.safetensors	_temp	Real	D:\_Apps.AI.data\sd\models\Stable-diffusion\_temp\Real\GenesisLifeMix_PrunedFp16VAE.safetensors	models\Stable-diffusion\_temp\Real	Real	=> LoadfromJson(filePath);		
henmixReal_v6b.safetensors	henmixReal_v6b.safetensors		henmixReal_v6b.safetensors	_temp	Real	D:\_Apps.AI.data\sd\models\Stable-diffusion\_temp\Real\henmixReal_v6b.safetensors	models\Stable-diffusion\_temp\Real	Real	=> LoadfromJson(filePath);		
majicmixRealistic_betterV2V25.safetensors	majicmixRealistic_betterV2V25.safetensors		majicmixRealistic_betterV2V25.safetensors	_temp	Real	D:\_Apps.AI.data\sd\models\Stable-diffusion\_temp\Real\majicmixRealistic_betterV2V25.safetensors	models\Stable-diffusion\_temp\Real	Real	=> LoadfromJson(filePath);		
majicmixRealistic_v7.safetensors	majicmixRealistic_v7.safetensors		majicmixRealistic_v7.safetensors	_temp	Real	D:\_Apps.AI.data\sd\models\Stable-diffusion\_temp\Real\majicmixRealistic_v7.safetensors	models\Stable-diffusion\_temp\Real	Real	=> LoadfromJson(filePath);		
VoidnoiseCore_F0636.fp16.safetensors	VoidnoiseCore_F0636.fp16.safetensors		VoidnoiseCore_F0636.fp16.safetensors	_temp	Real	D:\_Apps.AI.data\sd\models\Stable-diffusion\_temp\Real\VoidnoiseCore_F0636.fp16.safetensors	models\Stable-diffusion\_temp\Real	Real	=> LoadfromJson(filePath);		
VoidnoiseCore_F1725.fp16.safetensors	VoidnoiseCore_F1725.fp16.safetensors		VoidnoiseCore_F1725.fp16.safetensors	_temp	Real	D:\_Apps.AI.data\sd\models\Stable-diffusion\_temp\Real\VoidnoiseCore_F1725.fp16.safetensors	models\Stable-diffusion\_temp\Real	Real	=> LoadfromJson(filePath);		
VoidnoiseCore_R0829.fp16.safetensors	VoidnoiseCore_R0829.fp16.safetensors		VoidnoiseCore_R0829.fp16.safetensors	_temp	Real	D:\_Apps.AI.data\sd\models\Stable-diffusion\_temp\Real\VoidnoiseCore_R0829.fp16.safetensors	models\Stable-diffusion\_temp\Real	Real	=> LoadfromJson(filePath);		
VoidnoiseCore_R1733.fp16.safetensors	VoidnoiseCore_R1733.fp16.safetensors		VoidnoiseCore_R1733.fp16.safetensors	_temp	Real	D:\_Apps.AI.data\sd\models\Stable-diffusion\_temp\Real\VoidnoiseCore_R1733.fp16.safetensors	models\Stable-diffusion\_temp\Real	Real	=> LoadfromJson(filePath);		
xxmix9realistic_v40.safetensors	xxmix9realistic_v40.safetensors		xxmix9realistic_v40.safetensors	_temp	Real	D:\_Apps.AI.data\sd\models\Stable-diffusion\_temp\Real\xxmix9realistic_v40.safetensors	models\Stable-diffusion\_temp\Real	Real	=> LoadfromJson(filePath);		
dreamshaperXL_turboDpmppSDE.safetensors	dreamshaperXL_turboDpmppSDE.safetensors		dreamshaperXL_turboDpmppSDE.safetensors	_temp	_not_so_much	D:\_Apps.AI.data\sd\models\Stable-diffusion\_temp\_not_so_much\dreamshaperXL_turboDpmppSDE.safetensors	models\Stable-diffusion\_temp\_not_so_much	_not_so_much	=> LoadfromJson(filePath);		
El Zipang_test1.3.safetensors	El Zipang_test1.3.safetensors		El Zipang_test1.3.safetensors	_temp	_not_so_much	D:\_Apps.AI.data\sd\models\Stable-diffusion\_temp\_not_so_much\El Zipang_test1.3.safetensors	models\Stable-diffusion\_temp\_not_so_much	_not_so_much	=> LoadfromJson(filePath);		
epicrealism_naturalSinRC1VAE.safetensors	epicrealism_naturalSinRC1VAE.safetensors		epicrealism_naturalSinRC1VAE.safetensors	_temp	_not_so_much	D:\_Apps.AI.data\sd\models\Stable-diffusion\_temp\_not_so_much\epicrealism_naturalSinRC1VAE.safetensors	models\Stable-diffusion\_temp\_not_so_much	_not_so_much	=> LoadfromJson(filePath);		
instagram-latest-plus-clip-v6e1_50000.safetensors	instagram-latest-plus-clip-v6e1_50000.safetensors		instagram-latest-plus-clip-v6e1_50000.safetensors	_temp	_not_so_much	D:\_Apps.AI.data\sd\models\Stable-diffusion\_temp\_not_so_much\instagram-latest-plus-clip-v6e1_50000.safetensors	models\Stable-diffusion\_temp\_not_so_much	_not_so_much	=> LoadfromJson(filePath);		
Protogen_V2.2-pruned-fp16.safetensors	Protogen_V2.2-pruned-fp16.safetensors		Protogen_V2.2-pruned-fp16.safetensors	_temp	_not_so_much	D:\_Apps.AI.data\sd\models\Stable-diffusion\_temp\_not_so_much\Protogen_V2.2-pruned-fp16.safetensors	models\Stable-diffusion\_temp\_not_so_much	_not_so_much	=> LoadfromJson(filePath);		
realismEngine_v10.safetensors	realismEngine_v10.safetensors		realismEngine_v10.safetensors	_temp	_not_so_much	D:\_Apps.AI.data\sd\models\Stable-diffusion\_temp\_not_so_much\realismEngine_v10.safetensors	models\Stable-diffusion\_temp\_not_so_much	_not_so_much	=> LoadfromJson(filePath);		
realisticVisionV60B1_v51HyperVAE.safetensors	realisticVisionV60B1_v51HyperVAE.safetensors		realisticVisionV60B1_v51HyperVAE.safetensors	_temp	_not_so_much	D:\_Apps.AI.data\sd\models\Stable-diffusion\_temp\_not_so_much\realisticVisionV60B1_v51HyperVAE.safetensors	models\Stable-diffusion\_temp\_not_so_much	_not_so_much	=> LoadfromJson(filePath);		
animagine-xl-3.1.safetensors	animagine-xl-3.1.safetensors		animagine-xl-3.1.safetensors	_temp	_SDXL	D:\_Apps.AI.data\sd\models\Stable-diffusion\_temp\_SDXL\animagine-xl-3.1.safetensors	models\Stable-diffusion\_temp\_SDXL	_SDXL	=> LoadfromJson(filePath);		
animexlXuebimix_v60LCM.safetensors	animexlXuebimix_v60LCM.safetensors		animexlXuebimix_v60LCM.safetensors	_temp	_SDXL	D:\_Apps.AI.data\sd\models\Stable-diffusion\_temp\_SDXL\animexlXuebimix_v60LCM.safetensors	models\Stable-diffusion\_temp\_SDXL	_SDXL	=> LoadfromJson(filePath);		
autismmixSDXL_autismmixPony.safetensors	autismmixSDXL_autismmixPony.safetensors		autismmixSDXL_autismmixPony.safetensors	_temp	_SDXL	D:\_Apps.AI.data\sd\models\Stable-diffusion\_temp\_SDXL\autismmixSDXL_autismmixPony.safetensors	models\Stable-diffusion\_temp\_SDXL	_SDXL	=> LoadfromJson(filePath);		
copaxCuteXLSDXL10_v3.safetensors	copaxCuteXLSDXL10_v3.safetensors		copaxCuteXLSDXL10_v3.safetensors	_temp	_SDXL	D:\_Apps.AI.data\sd\models\Stable-diffusion\_temp\_SDXL\copaxCuteXLSDXL10_v3.safetensors	models\Stable-diffusion\_temp\_SDXL	_SDXL	=> LoadfromJson(filePath);		
e621RisingXL_v30.safetensors	e621RisingXL_v30.safetensors		e621RisingXL_v30.safetensors	_temp	_SDXL	D:\_Apps.AI.data\sd\models\Stable-diffusion\_temp\_SDXL\e621RisingXL_v30.safetensors	models\Stable-diffusion\_temp\_SDXL	_SDXL	=> LoadfromJson(filePath);		
himawarimix_xlV2.safetensors	himawarimix_xlV2.safetensors		himawarimix_xlV2.safetensors	_temp	_SDXL	D:\_Apps.AI.data\sd\models\Stable-diffusion\_temp\_SDXL\himawarimix_xlV2.safetensors	models\Stable-diffusion\_temp\_SDXL	_SDXL	=> LoadfromJson(filePath);		
js2prony_v10.safetensors	js2prony_v10.safetensors		js2prony_v10.safetensors	_temp	_SDXL	D:\_Apps.AI.data\sd\models\Stable-diffusion\_temp\_SDXL\js2prony_v10.safetensors	models\Stable-diffusion\_temp\_SDXL	_SDXL	=> LoadfromJson(filePath);		
Juggernaut_X_RunDiffusion_Hyper.safetensors	Juggernaut_X_RunDiffusion_Hyper.safetensors		Juggernaut_X_RunDiffusion_Hyper.safetensors	_temp	_SDXL	D:\_Apps.AI.data\sd\models\Stable-diffusion\_temp\_SDXL\Juggernaut_X_RunDiffusion_Hyper.safetensors	models\Stable-diffusion\_temp\_SDXL	_SDXL	=> LoadfromJson(filePath);		
leosamsHelloworldXL_helloworldXL70.safetensors	leosamsHelloworldXL_helloworldXL70.safetensors		leosamsHelloworldXL_helloworldXL70.safetensors	_temp	_SDXL	D:\_Apps.AI.data\sd\models\Stable-diffusion\_temp\_SDXL\leosamsHelloworldXL_helloworldXL70.safetensors	models\Stable-diffusion\_temp\_SDXL	_SDXL	=> LoadfromJson(filePath);		
pornmaster_amateurSDXLV1VAE.safetensors	pornmaster_amateurSDXLV1VAE.safetensors		pornmaster_amateurSDXLV1VAE.safetensors	_temp	_SDXL	D:\_Apps.AI.data\sd\models\Stable-diffusion\_temp\_SDXL\pornmaster_amateurSDXLV1VAE.safetensors	models\Stable-diffusion\_temp\_SDXL	_SDXL	=> LoadfromJson(filePath);		
pornmaster_proSDXLV3VAE.safetensors	pornmaster_proSDXLV3VAE.safetensors		pornmaster_proSDXLV3VAE.safetensors	_temp	_SDXL	D:\_Apps.AI.data\sd\models\Stable-diffusion\_temp\_SDXL\pornmaster_proSDXLV3VAE.safetensors	models\Stable-diffusion\_temp\_SDXL	_SDXL	=> LoadfromJson(filePath);		
pornmaster_v7FP16VAE-inpainting.safetensors	pornmaster_v7FP16VAE-inpainting.safetensors		pornmaster_v7FP16VAE-inpainting.safetensors	_temp	_SDXL	D:\_Apps.AI.data\sd\models\Stable-diffusion\_temp\_SDXL\pornmaster_v7FP16VAE-inpainting.safetensors	models\Stable-diffusion\_temp\_SDXL	_SDXL	=> LoadfromJson(filePath);		
pornmaster_v7FP16VAE.safetensors	pornmaster_v7FP16VAE.safetensors		pornmaster_v7FP16VAE.safetensors	_temp	_SDXL	D:\_Apps.AI.data\sd\models\Stable-diffusion\_temp\_SDXL\pornmaster_v7FP16VAE.safetensors	models\Stable-diffusion\_temp\_SDXL	_SDXL	=> LoadfromJson(filePath);		
product_shot_of.safetensors	product_shot_of.safetensors		product_shot_of.safetensors	_temp	_SDXL	D:\_Apps.AI.data\sd\models\Stable-diffusion\_temp\_SDXL\product_shot_of.safetensors	models\Stable-diffusion\_temp\_SDXL	_SDXL	=> LoadfromJson(filePath);		
realismEngineSDXL_v20VAE.safetensors	realismEngineSDXL_v20VAE.safetensors		realismEngineSDXL_v20VAE.safetensors	_temp	_SDXL	D:\_Apps.AI.data\sd\models\Stable-diffusion\_temp\_SDXL\realismEngineSDXL_v20VAE.safetensors	models\Stable-diffusion\_temp\_SDXL	_SDXL	=> LoadfromJson(filePath);		
realvisxlV30Turbo_v30TurboBakedvae.safetensors	realvisxlV30Turbo_v30TurboBakedvae.safetensors		realvisxlV30Turbo_v30TurboBakedvae.safetensors	_temp	_SDXL	D:\_Apps.AI.data\sd\models\Stable-diffusion\_temp\_SDXL\realvisxlV30Turbo_v30TurboBakedvae.safetensors	models\Stable-diffusion\_temp\_SDXL	_SDXL	=> LoadfromJson(filePath);		
realvisxlV40_v40LightningBakedvae.safetensors	realvisxlV40_v40LightningBakedvae.safetensors		realvisxlV40_v40LightningBakedvae.safetensors	_temp	_SDXL	D:\_Apps.AI.data\sd\models\Stable-diffusion\_temp\_SDXL\realvisxlV40_v40LightningBakedvae.safetensors	models\Stable-diffusion\_temp\_SDXL	_SDXL	=> LoadfromJson(filePath);		
sdxlNijiSpecial_sdxlNijiSE.safetensors	sdxlNijiSpecial_sdxlNijiSE.safetensors		sdxlNijiSpecial_sdxlNijiSE.safetensors	_temp	_SDXL_Niji	D:\_Apps.AI.data\sd\models\Stable-diffusion\_temp\_SDXL_Niji\sdxlNijiSpecial_sdxlNijiSE.safetensors	models\Stable-diffusion\_temp\_SDXL_Niji	_SDXL_Niji	=> LoadfromJson(filePath);		
graupel-v1-fp16.safetensors	graupel-v1-fp16.safetensors		graupel-v1-fp16.safetensors	_temp	_waifud_based	D:\_Apps.AI.data\sd\models\Stable-diffusion\_temp\_waifud_based\graupel-v1-fp16.safetensors	models\Stable-diffusion\_temp\_waifud_based	_waifud_based	=> LoadfromJson(filePath);		
graupel-v1-nobody-fp16.safetensors	graupel-v1-nobody-fp16.safetensors		graupel-v1-nobody-fp16.safetensors	_temp	_waifud_based	D:\_Apps.AI.data\sd\models\Stable-diffusion\_temp\_waifud_based\graupel-v1-nobody-fp16.safetensors	models\Stable-diffusion\_temp\_waifud_based	_waifud_based	=> LoadfromJson(filePath);		
HonyararaMix A.safetensors	HonyararaMix A.safetensors		HonyararaMix A.safetensors	_temp	_waifud_based	D:\_Apps.AI.data\sd\models\Stable-diffusion\_temp\_waifud_based\HonyararaMix A.safetensors	models\Stable-diffusion\_temp\_waifud_based	_waifud_based	=> LoadfromJson(filePath);		
HonyararaMix B.safetensors	HonyararaMix B.safetensors		HonyararaMix B.safetensors	_temp	_waifud_based	D:\_Apps.AI.data\sd\models\Stable-diffusion\_temp\_waifud_based\HonyararaMix B.safetensors	models\Stable-diffusion\_temp\_waifud_based	_waifud_based	=> LoadfromJson(filePath);		
SD2boy_girl_R.safetensors	SD2boy_girl_R.safetensors		SD2boy_girl_R.safetensors	_temp	_waifud_based	D:\_Apps.AI.data\sd\models\Stable-diffusion\_temp\_waifud_based\SD2boy_girl_R.safetensors	models\Stable-diffusion\_temp\_waifud_based	_waifud_based	=> LoadfromJson(filePath);		
SD2boy_girl_ra.safetensors	SD2boy_girl_ra.safetensors		SD2boy_girl_ra.safetensors	_temp	_waifud_based	D:\_Apps.AI.data\sd\models\Stable-diffusion\_temp\_waifud_based\SD2boy_girl_ra.safetensors	models\Stable-diffusion\_temp\_waifud_based	_waifud_based	=> LoadfromJson(filePath);		
wd-1-5-beta2-aesthetic-fp16.safetensors	wd-1-5-beta2-aesthetic-fp16.safetensors		wd-1-5-beta2-aesthetic-fp16.safetensors	_temp	_waifud_based	D:\_Apps.AI.data\sd\models\Stable-diffusion\_temp\_waifud_based\wd-1-5-beta2-aesthetic-fp16.safetensors	models\Stable-diffusion\_temp\_waifud_based	_waifud_based	=> LoadfromJson(filePath);		
wd-1-5-beta2-fp16.safetensors	wd-1-5-beta2-fp16.safetensors		wd-1-5-beta2-fp16.safetensors	_temp	_waifud_based	D:\_Apps.AI.data\sd\models\Stable-diffusion\_temp\_waifud_based\wd-1-5-beta2-fp16.safetensors	models\Stable-diffusion\_temp\_waifud_based	_waifud_based	=> LoadfromJson(filePath);		
wd15-beta2-frosty-aesthetic-fp32.safetensors	wd15-beta2-frosty-aesthetic-fp32.safetensors		wd15-beta2-frosty-aesthetic-fp32.safetensors	_temp	_waifud_based	D:\_Apps.AI.data\sd\models\Stable-diffusion\_temp\_waifud_based\wd15-beta2-frosty-aesthetic-fp32.safetensors	models\Stable-diffusion\_temp\_waifud_based	_waifud_based	=> LoadfromJson(filePath);		
NovelAI_AnimeFull.VaeBaked.safetensors	NovelAI_AnimeFull.VaeBaked.safetensors		NovelAI_AnimeFull.VaeBaked.safetensors	_temp	❤NovelAI_Only	D:\_Apps.AI.data\sd\models\Stable-diffusion\_temp\❤NovelAI_Only\NovelAI_AnimeFull.VaeBaked.safetensors	models\Stable-diffusion\_temp\❤NovelAI_Only	❤NovelAI_Only	=> LoadfromJson(filePath);		
text2video_pytorch_model.pth	text2video_pytorch_model.pth		text2video_pytorch_model.pth	animov	animov-0.1-modelscope-original-format	D:\_Apps.AI.data\sd\models\ModelScope\t2v\animov\animov-0.1-modelscope-original-format\text2video_pytorch_model.pth	models\ModelScope\t2v\animov\animov-0.1-modelscope-original-format	animov-0.1-modelscope-original-format	=> LoadfromJson(filePath);		
VQGAN_autoencoder.pth	VQGAN_autoencoder.pth		VQGAN_autoencoder.pth	animov	animov-0.1-modelscope-original-format	D:\_Apps.AI.data\sd\models\ModelScope\t2v\animov\animov-0.1-modelscope-original-format\VQGAN_autoencoder.pth	models\ModelScope\t2v\animov\animov-0.1-modelscope-original-format	animov-0.1-modelscope-original-format	=> LoadfromJson(filePath);		
